sales,product,quantity,total_price,no_of_items_sold,profits,loss,profits_status,loss_status,sales_date,customer_id,product_id,customer_country,customer_postal_code,category,transaction_id,payment_method
207,Taro Chips,676,9742.04,555,-722.64,4458.38,profitable,high,7/13/2021,207,207,Palestinian Territory,,clothing,207,cash
208,Organic Sweet Potatoes,670,2312.95,272,4252.92,4217.72,break-even,high,4/24/2021,208,208,Vietnam,,electronics,208,online payment
209,Puzzle,104,7165.16,610,2677.2,-1857.28,profitable,medium,9/14/2021,209,209,Argentina,4640,electronics,209,cash
210,Animal Paw Print Soap Dispenser,749,5601.91,905,2247.49,1604.79,profitable,low,1/16/2021,210,210,Bhutan,,electronics,210,online payment
211,Bicycle Repair Kit,884,4719.97,185,3825.75,4316.29,profitable,high,12/21/2021,211,211,Mongolia,,electronics,211,online payment
212,Organic Tomato Ketchup,953,1856.59,120,4994.34,1443.58,break-even,high,7/26/2021,212,212,Indonesia,,electronics,212,cash
213,Classic Caesar Dressing,360,9709.09,281,891.06,-1414.75,profitable,low,2/11/2021,213,213,Brazil,93300-000,clothing,213,credit card
214,Maple Pecan Pancake Mix,801,591.33,527,4556.11,2234.8,loss-making,high,1/25/2021,214,214,China,,clothing,214,online payment
215,Pineapple Chunks (canned),586,5947.36,566,-640.36,4892.96,profitable,low,3/31/2021,215,215,Brazil,48110-000,groceries,215,credit card
216,Sriracha Chili Sauce,576,8318.19,88,1042.71,-4531.58,profitable,medium,12/29/2021,216,216,Portugal,3740-251,clothing,216,credit card
217,Chopping Board,472,7918.71,474,220.1,3592.24,profitable,low,11/5/2021,217,217,China,,electronics,217,online payment
218,Two-Tier Fruit Basket,331,8124.51,199,2166.23,-4337.51,profitable,medium,6/2/2021,218,218,China,,groceries,218,cash
219,Solar String Lights,802,5303.47,887,733.29,-536.02,break-even,high,6/21/2021,219,219,China,,electronics,219,cash
220,Scented Candle Set,564,1422.19,176,-283.74,-638.77,loss-making,medium,8/11/2021,220,220,Brazil,38530-000,clothing,220,cash
221,Spinach Artichoke Dip,99,1888.63,928,3463.61,-3133.86,break-even,medium,3/18/2021,221,221,Ireland,E25,electronics,221,online payment
222,Adjustable Pedicure Footrest,778,8510.81,733,-808.89,-4701.95,profitable,high,1/17/2021,222,222,Greece,,groceries,222,cash
223,Glass Tea Pot,331,786.07,248,4681.09,3873.19,loss-making,medium,7/31/2021,223,223,China,,clothing,223,credit card
224,Teriyaki Sauce,28,8416.47,445,2583.9,-4673.02,break-even,low,4/15/2021,224,224,Thailand,95120,electronics,224,online payment
225,Multi-Functional Rice Cooker,342,2519.79,438,-574.82,-2883.7,profitable,low,6/22/2021,225,225,Mexico,60340,groceries,225,cash
226,Bamboo Toothbrush,979,3626.49,9,1223.4,-3855.47,break-even,medium,10/20/2021,226,226,Philippines,2714,groceries,226,credit card
227,LED Christmas Lights,58,8854.31,254,342.65,4683.61,profitable,low,6/22/2021,227,227,Malaysia,70690,electronics,227,online payment
228,Hand Crank Blender,896,5825.52,542,926.31,4569.47,profitable,medium,2/11/2021,228,228,China,,groceries,228,online payment
229,Peach Yogurt,630,8911.46,876,-941.29,-2898.61,loss-making,medium,6/18/2021,229,229,China,,electronics,229,credit card
230,Electric Opener for Jars and Bottles,136,9437.01,848,63.14,2432.26,loss-making,high,11/28/2021,230,230,Thailand,39140,groceries,230,cash
231,Honey Garlic Shrimp,759,9718.25,406,184.14,-170.19,profitable,medium,8/22/2021,231,231,Indonesia,,groceries,231,online payment
232,Travel Beach Blanket,344,5182.8,820,2753.91,-3307.91,break-even,low,12/8/2021,232,232,Sweden,777 34,clothing,232,credit card
233,Handheld Garment Steamer,553,4562.49,103,2736.99,-3791.93,profitable,high,11/29/2021,233,233,China,,clothing,233,credit card
234,Roasted Red Pepper Dip,696,5563.14,660,2381.67,823.59,loss-making,medium,10/6/2021,234,234,Belarus,,clothing,234,cash
235,Spicy Thai Chili Sauce,428,2243.65,610,3942.37,3428.66,break-even,medium,10/25/2021,235,235,Poland,15-134,groceries,235,online payment
236,Skincare Set,884,2334.04,419,4428.25,-768.49,loss-making,high,8/22/2021,236,236,China,,clothing,236,credit card
237,Lemon Herb Grilled Chicken,52,4.99,204,94.93,-2250.2,profitable,low,3/20/2021,237,237,China,,clothing,237,cash
238,Reversible Swimming Pool Lounger,377,1078.45,230,3916.03,4692.44,break-even,low,11/23/2021,238,238,United States,39282,electronics,238,cash
239,Fitness Tracker Watch,11,8758.13,104,-190.19,-1155.12,loss-making,medium,12/24/2021,239,239,Indonesia,,electronics,239,cash
240,Dill Pickle Chips,655,3722.87,438,3407.0,3070.91,break-even,medium,9/6/2021,240,240,Afghanistan,,groceries,240,credit card
241,Car Windshield Sun Shade,567,478.62,836,-150.69,2278.7,break-even,medium,11/13/2021,241,241,China,,electronics,241,cash
242,Cocktail Shaker Set,23,8513.03,900,1236.58,-3820.8,loss-making,high,10/13/2021,242,242,French Polynesia,,electronics,242,online payment
243,Cabbage,560,4096.88,889,-900.85,-1747.48,profitable,high,4/4/2021,243,243,Indonesia,,clothing,243,cash
244,Almond Flour Cookies,511,3355.52,65,-100.0,1560.47,profitable,medium,11/11/2021,244,244,China,,clothing,244,online payment
245,Frozen Salmon Filets,984,6136.98,95,89.93,-4254.31,loss-making,low,6/12/2021,245,245,Philippines,3902,clothing,245,online payment
246,Nutty Trail Mix,721,9278.38,97,3772.05,249.89,profitable,low,4/25/2021,246,246,United States,92170,groceries,246,online payment
247,Ultraviolet Phone Sanitizer,109,8670.35,808,828.62,-4013.35,break-even,high,4/30/2021,247,247,Russia,162160,electronics,247,cash
248,Avocado Oil Mayo,204,8506.88,964,-397.73,3755.94,profitable,medium,11/22/2021,248,248,China,,groceries,248,cash
249,Dog Collar,666,123.47,652,192.27,876.64,break-even,high,3/12/2021,249,249,Japan,299-0271,clothing,249,online payment
250,Sushi Rice,53,6774.44,801,1654.67,1551.06,break-even,low,7/12/2021,250,250,Russia,309135,electronics,250,credit card
251,Garden Hose Reel,754,6025.5,923,2665.38,-2697.46,break-even,medium,3/6/2021,251,251,Belarus,,clothing,251,online payment
252,Ricotta Cheese,753,7880.44,852,4743.53,3678.49,break-even,medium,10/5/2021,252,252,Ethiopia,,clothing,252,cash
253,Veggie Lovers Pizza,180,9645.12,280,2929.53,-2823.16,break-even,high,4/19/2021,253,253,Israel,,groceries,253,online payment
254,Coconut Cream Pie Yogurt,714,8151.49,484,1073.58,4261.27,profitable,low,10/27/2021,254,254,Canada,N3S,groceries,254,cash
255,Fitness Tracker Band,885,9947.48,663,1954.42,2309.2,break-even,high,10/20/2021,255,255,Sweden,833 34,electronics,255,credit card
256,Apple Cinnamon Granola,604,595.1,771,-549.78,-4158.28,loss-making,high,12/20/2021,256,256,Germany,80995,clothing,256,cash
257,Plant-Based Protein Bars,650,2057.33,640,-303.51,-709.0,loss-making,high,8/19/2021,257,257,Philippines,2106,clothing,257,online payment
258,Portable Air Conditioner,278,9360.99,623,3134.54,1413.81,break-even,high,4/4/2021,258,258,Haiti,,electronics,258,cash
259,Sweet Pea Hummus,991,8130.19,422,4825.82,-3365.55,break-even,high,9/10/2021,259,259,Russia,157825,electronics,259,online payment
260,Wall-Mounted Spice Rack,772,5571.93,42,3182.33,-320.8,profitable,medium,9/19/2021,260,260,Nicaragua,,groceries,260,credit card
261,Electric Opener for Jars and Bottles,998,6286.28,276,2520.55,-3148.54,break-even,medium,1/24/2021,261,261,Germany,24109,groceries,261,credit card
262,Non-Stick Baking Sheet,859,2715.64,248,67.19,-4277.22,profitable,low,6/2/2021,262,262,Portugal,2825-884,electronics,262,credit card
263,Warm Wool Sweater,702,5857.34,611,571.9,3019.21,loss-making,high,4/30/2021,263,263,China,,clothing,263,cash
264,Wireless Car Charger,519,3318.2,879,4218.97,3559.04,profitable,medium,10/11/2021,264,264,Sweden,691 41,groceries,264,cash
265,Paint By Numbers Kit,15,936.95,204,2350.44,2964.38,loss-making,high,4/9/2021,265,265,Pakistan,93000,groceries,265,cash
266,Honey Glazed Carrots,414,5625.17,66,1397.53,-3827.05,loss-making,high,9/2/2021,266,266,Brazil,39480-000,clothing,266,credit card
267,Vegetarian Pizza,540,855.1,135,4053.61,403.51,break-even,high,4/30/2021,267,267,United States,94622,groceries,267,credit card
268,Chocolate Coconut Granola,303,4058.93,590,4.94,-3741.7,loss-making,low,5/16/2021,268,268,Nigeria,,clothing,268,credit card
269,Laptop Backpack,396,7503.12,933,689.17,402.07,loss-making,low,1/12/2021,269,269,China,,electronics,269,online payment
270,Plant-Based Protein Bars,320,1753.36,390,3266.56,-4075.71,profitable,medium,3/12/2021,270,270,China,,electronics,270,cash
271,Magnetic Spice Jars,269,6028.52,525,3018.81,194.2,profitable,high,12/21/2021,271,271,Russia,216420,clothing,271,online payment
272,Tabletop Fire Pit,39,8281.39,971,1894.27,2484.12,loss-making,low,1/2/2021,272,272,Philippines,6407,clothing,272,cash
273,Tomato Basil Soup,326,1115.66,540,4418.27,-1424.03,break-even,medium,3/21/2021,273,273,Indonesia,,electronics,273,cash
274,Mini Projector,250,2238.14,207,4355.5,-1931.05,profitable,medium,11/23/2021,274,274,Brazil,13000-000,clothing,274,cash
275,Kale Salad with Lemon Dressing,604,3662.86,846,684.24,-579.96,break-even,high,1/2/2021,275,275,Colombia,735517,groceries,275,cash
276,Motion Sensor Light,372,606.46,122,2246.93,2501.11,break-even,high,5/28/2021,276,276,China,,groceries,276,online payment
277,Outdoor Inflatable Pool,628,68.81,151,2006.28,4834.69,profitable,low,3/3/2021,277,277,Eritrea,,clothing,277,credit card
278,Sriracha Honey Glaze,364,3775.29,6,1967.9,621.77,loss-making,medium,8/21/2021,278,278,United States,27690,clothing,278,credit card
279,Gaming Headset,925,2390.89,555,4460.24,28.15,loss-making,low,3/21/2021,279,279,United States,97296,groceries,279,cash
280,Fridge Magnet Set,745,9395.78,225,919.22,4673.53,profitable,high,9/9/2021,280,280,Sweden,751 35,groceries,280,cash
281,High-Waisted Skirt,843,8528.4,199,-992.0,-281.81,loss-making,high,7/8/2021,281,281,Netherlands,6519,clothing,281,credit card
282,Kids' Activity Book,664,4808.55,528,741.99,-4803.81,break-even,medium,7/3/2021,282,282,China,,electronics,282,cash
283,Mashed Sweet Potatoes,868,4592.65,991,-336.56,2168.97,loss-making,high,1/15/2021,283,283,Venezuela,,clothing,283,cash
284,Honey,57,8786.8,767,3594.93,-4718.77,profitable,low,3/12/2021,284,284,Turkey,34829,electronics,284,credit card
285,Whole Wheat Pasta,833,1692.86,197,3538.45,4440.77,break-even,medium,10/27/2021,285,285,Indonesia,,groceries,285,credit card
286,Beet Salad,788,2853.99,41,135.92,777.35,break-even,low,5/1/2021,286,286,Brazil,79400-000,clothing,286,cash
287,Sesame Ginger Dressing,184,9147.08,85,1908.02,4765.5,loss-making,low,2/26/2021,287,287,Philippines,3525,clothing,287,credit card
288,First Aid Kit,524,9065.6,175,1205.66,3085.29,profitable,high,2/18/2021,288,288,Poland,35-959,groceries,288,credit card
289,Reflective Safety Vest,753,8107.27,60,1963.8,4821.03,loss-making,low,4/8/2021,289,289,Brazil,57260-000,clothing,289,online payment
290,Lightweight Rain Jacket,882,5425.95,275,3922.5,4162.6,profitable,high,10/16/2021,290,290,Bulgaria,4815,groceries,290,cash
291,Hibiscus Herbal Tea,292,4183.6,324,2020.04,4825.86,break-even,low,6/18/2021,291,291,Russia,309060,electronics,291,cash
292,Chili Lime Seasoning,745,1833.07,13,1526.56,4940.5,profitable,medium,11/13/2021,292,292,Colombia,680568,clothing,292,cash
293,Non-Stick Baking Sheets,280,9451.18,642,1749.56,2022.59,loss-making,medium,6/2/2021,293,293,United States,23504,clothing,293,online payment
294,Smart Doorbell,544,2910.18,970,913.6,1646.44,profitable,high,10/31/2021,294,294,China,,clothing,294,credit card
295,Ceramic Planter Set,610,8634.87,568,-892.38,-1174.37,break-even,low,5/30/2021,295,295,Ukraine,,electronics,295,credit card
296,Artisan Flatbreads,815,5454.23,563,4359.18,4520.3,profitable,low,6/15/2021,296,296,Cambodia,,electronics,296,credit card
297,Organic Almond Flour,439,7300.3,15,1527.06,2832.81,break-even,high,5/26/2021,297,297,Croatia,35220,electronics,297,credit card
298,Professional Chef Knife,977,2062.34,518,-352.12,-1794.96,break-even,low,11/8/2021,298,298,China,,clothing,298,credit card
299,Foot Spa Bath Massager,77,754.43,106,2730.19,2424.99,break-even,low,5/3/2021,299,299,China,,clothing,299,credit card
300,Dark Chocolate Covered Almonds,183,5401.58,968,994.59,1400.34,loss-making,high,8/31/2021,300,300,France,29825 CEDEX 9,groceries,300,cash
301,Organic Cereal Bars,62,6961.14,4,-843.17,3979.2,loss-making,low,11/20/2021,301,301,Philippines,6346,clothing,301,credit card
302,Collapsible Water Bottle,849,2795.59,161,2716.54,36.37,break-even,medium,2/24/2021,302,302,Yemen,,electronics,302,cash
303,Caramelized Onion Dip Mix,385,756.88,396,1884.16,-42.61,break-even,high,8/15/2021,303,303,Indonesia,,clothing,303,online payment
304,Ergonomic Gaming Chair,887,8109.77,648,1820.97,-3707.4,loss-making,medium,12/3/2021,304,304,China,,electronics,304,cash
305,Tomato Sauce,496,5629.03,432,4360.71,2028.4,profitable,low,5/3/2021,305,305,Peru,,electronics,305,online payment
306,Rustic Italian Bread,363,3328.78,333,123.12,1004.82,break-even,high,1/11/2021,306,306,Vietnam,,groceries,306,cash
307,Savory Quinoa Pudding,705,2212.52,971,3702.04,-1636.28,break-even,medium,5/2/2021,307,307,Macedonia,1219,clothing,307,cash
308,Banana Nut Muffins,895,7182.91,97,3599.34,-2089.19,profitable,high,10/29/2021,308,308,Philippines,6129,clothing,308,cash
309,Camping Tarp,501,4075.25,369,1483.56,-2234.37,profitable,high,3/25/2021,309,309,Argentina,1862,clothing,309,credit card
310,Training Soccer Ball,385,6758.11,999,-883.37,373.45,profitable,high,12/15/2021,310,310,Nigeria,,groceries,310,online payment
311,Rechargeable Battery Organizer,660,5973.64,695,1185.9,-3749.04,profitable,medium,7/1/2021,311,311,France,34545 CEDEX,clothing,311,online payment
312,Travel Sewing Kit,875,5876.06,28,-163.54,4287.96,break-even,low,5/20/2021,312,312,Thailand,74120,groceries,312,credit card
313,Honey BBQ Riblets,797,9869.47,470,4758.23,-29.9,loss-making,high,12/13/2021,313,313,China,,clothing,313,credit card
314,Sriracha Hot Chili Sauce,408,1973.43,900,1135.91,371.76,break-even,high,12/9/2021,314,314,Egypt,,clothing,314,cash
315,Pepper Jack Cheese Sticks,815,6465.83,333,4579.43,4707.59,profitable,high,10/10/2021,315,315,France,67311 CEDEX,clothing,315,online payment
316,Dog Training Collar,547,3331.12,536,491.64,-3332.05,loss-making,low,5/19/2021,316,316,Cuba,,groceries,316,credit card
317,DIY Organic Gardening Kit,510,378.82,671,4729.37,-4078.89,break-even,high,11/4/2021,317,317,Japan,680-1166,groceries,317,online payment
318,Cucumber,902,7020.3,762,2756.42,2648.95,profitable,medium,3/12/2021,318,318,Indonesia,,clothing,318,credit card
319,Pork Chops,776,5896.81,293,3970.63,577.39,loss-making,medium,1/17/2021,319,319,Mexico,52060,clothing,319,online payment
320,Mushrooms,230,8841.15,351,2184.05,-3275.63,profitable,high,4/7/2021,320,320,Latvia,,electronics,320,cash
321,Spicy Thai Noodles,654,3954.86,200,-751.12,3346.17,profitable,high,3/1/2021,321,321,Portugal,1495-005,clothing,321,online payment
322,Frozen Berry Medley,204,3336.75,518,141.88,-3097.25,profitable,high,3/25/2021,322,322,China,,groceries,322,credit card
323,Laptop Sleeve,250,7764.83,138,1802.66,-3115.86,break-even,medium,12/9/2021,323,323,Indonesia,,clothing,323,cash
324,Chocolate Chip Cookie Dough,592,7217.48,376,-48.13,-4528.07,loss-making,medium,7/6/2021,324,324,Sri Lanka,31000,clothing,324,online payment
325,Solar Garden Lights,422,8706.12,560,2778.98,-3995.67,loss-making,medium,3/31/2021,325,325,China,,clothing,325,online payment
326,Chili Con Carne Mix,184,6776.36,292,1083.57,-3783.76,loss-making,medium,7/14/2021,326,326,Philippines,2445,groceries,326,online payment
327,Dark Chocolate Covered Raisins,523,9910.31,257,-876.36,2166.48,break-even,medium,12/25/2021,327,327,Japan,929-1174,electronics,327,credit card
328,Organic Blueberries,108,2770.69,474,1232.97,116.62,break-even,low,11/4/2021,328,328,China,,clothing,328,credit card
329,Car Emergency Kit,763,4332.61,196,-163.48,-2545.97,profitable,medium,2/15/2021,329,329,Brazil,87140-000,electronics,329,cash
330,Gluten-Free Pancake Mix,889,3583.37,852,577.35,1117.47,break-even,high,6/3/2021,330,330,United States,02114,clothing,330,cash
331,Bamboo Memory Foam Pillow,432,40.93,360,2575.27,-481.79,break-even,high,12/21/2021,331,331,Croatia,10315,clothing,331,cash
332,Fitness Jump Rope,143,4740.52,449,1801.42,3616.69,loss-making,low,10/1/2021,332,332,Russia,346020,groceries,332,online payment
333,Strawberry Fruit Spread,867,811.68,821,-958.93,-139.38,break-even,high,2/20/2021,333,333,Luxembourg,L-5341,electronics,333,cash
334,Pumpkin Ice Cream,295,7357.51,165,3743.0,-3573.81,break-even,high,1/4/2021,334,334,Iran,,groceries,334,credit card
335,Roasted Red Pepper Sauce,400,4842.9,403,3365.18,1524.12,break-even,high,2/22/2021,335,335,Luxembourg,L-3755,electronics,335,online payment
336,Yoga Wheel,16,1633.39,382,2731.95,-1320.7,loss-making,high,7/26/2021,336,336,Uganda,,groceries,336,online payment
337,Adjustable Kitchen Broom Stand,893,604.97,346,4018.78,-3032.6,profitable,low,1/26/2021,337,337,Palestinian Territory,,groceries,337,online payment
338,Chipotle Lime Salsa,853,8911.74,885,4036.97,4747.07,loss-making,medium,4/2/2021,338,338,China,,clothing,338,online payment
339,Honey Butter Popcorn,547,6734.38,701,2080.0,-2288.16,loss-making,medium,10/1/2021,339,339,Poland,11-015,clothing,339,online payment
340,Watercolor Paint Set,57,7524.77,903,4087.92,3092.0,profitable,medium,1/20/2021,340,340,China,,electronics,340,cash
341,Glass Water Bottle,349,4473.42,422,3952.18,-11.28,break-even,low,4/12/2021,341,341,Philippines,1808,clothing,341,cash
342,Lockable Bicycle Chain,731,6763.94,70,2239.81,-3454.92,loss-making,low,7/20/2021,342,342,Portugal,2670-755,groceries,342,online payment
343,Ultra-Thin Laptop Sleeve,360,1280.43,719,-312.93,-1680.55,profitable,medium,9/20/2021,343,343,Philippines,5307,electronics,343,online payment
344,Fresh Cilantro,539,7657.18,945,3666.43,-1520.19,loss-making,low,7/1/2021,344,344,Nepal,,groceries,344,credit card
345,Spicy Italian Sausage,776,1578.28,542,596.78,-2164.86,break-even,high,8/20/2021,345,345,China,,electronics,345,online payment
346,Ski Goggles,416,5043.24,449,3818.9,3139.23,loss-making,low,8/2/2021,346,346,Dominican Republic,10215,clothing,346,credit card
347,Cranberry Orange Juice,361,886.85,118,4785.5,-1575.82,break-even,medium,2/14/2021,347,347,Brazil,76600-000,clothing,347,credit card
348,LED Strip Light Kit,721,5432.53,175,2716.69,-4299.91,profitable,medium,1/23/2021,348,348,Philippines,1717,clothing,348,credit card
349,Smart Wi-Fi Camera,432,7597.89,495,499.57,-1977.8,break-even,low,12/11/2021,349,349,Madagascar,,groceries,349,cash
350,Over-the-Door Hooks,801,4686.54,657,2129.55,-3928.07,break-even,medium,4/7/2021,350,350,Malta,ZBG,electronics,350,online payment
351,Herbal Tea Sampler Box,89,1286.43,204,4047.64,-2623.75,break-even,low,6/7/2021,351,351,Canada,J3L,electronics,351,online payment
352,Travel Pillow with Memory Foam,313,6535.25,997,993.69,2060.47,profitable,medium,10/12/2021,352,352,Indonesia,,clothing,352,online payment
353,Adjustable Pet Feeder,519,5281.87,174,-106.27,2026.17,loss-making,high,7/29/2021,353,353,Angola,,electronics,353,credit card
354,Cinnamon Spiced Almonds,288,502.17,877,4941.51,4375.01,loss-making,medium,1/1/2021,354,354,China,,electronics,354,cash
355,Spicy Kimchi,348,4743.68,544,3041.17,1723.71,break-even,high,1/18/2021,355,355,Russia,617010,electronics,355,credit card
356,Induction Cooktop,341,2534.09,164,3256.81,1813.29,loss-making,low,7/8/2021,356,356,China,,groceries,356,online payment
357,Stainless Steel Grater,987,7045.27,493,932.5,4198.01,profitable,high,3/13/2021,357,357,Brazil,39260-000,clothing,357,credit card
358,Sweet and Spicy Barbecue Sauce,119,2286.18,717,1790.33,-3713.49,break-even,medium,2/14/2021,358,358,Peru,,clothing,358,cash
359,Workstation Laptop Stand,793,789.68,120,4409.09,-2902.14,profitable,low,6/23/2021,359,359,Brazil,11750-000,clothing,359,cash
360,Whole Wheat Pasta,587,9632.3,403,1328.15,-1368.08,break-even,medium,5/1/2021,360,360,France,51039 CEDEX,electronics,360,cash
361,Honey Garlic Chicken,897,6628.28,508,934.07,-639.82,loss-making,medium,6/16/2021,361,361,China,,electronics,361,cash
362,Magnetic Phone Car Mount,72,5294.91,279,-859.38,-95.88,loss-making,low,5/11/2021,362,362,United States,78715,electronics,362,online payment
363,Vegan Mayonnaise,316,8685.77,649,2614.05,-2104.82,break-even,low,5/31/2021,363,363,Colombia,055468,electronics,363,credit card
364,Asian Noodle Salad Kit,178,1697.04,948,327.39,-4989.63,break-even,low,3/16/2021,364,364,United States,19125,groceries,364,credit card
365,Berries Medley,234,4478.94,837,420.56,1791.44,profitable,high,7/12/2021,365,365,Philippines,8209,electronics,365,credit card
366,Watercolor Brush Pens,538,2360.65,578,4760.73,3250.3,profitable,high,1/23/2021,366,366,Paraguay,,electronics,366,cash
367,Chocolate Mint Cookies,717,9954.21,977,3058.48,3722.33,loss-making,high,8/5/2021,367,367,Nigeria,,clothing,367,credit card
368,Lentil Vegetable Stew,784,8147.28,735,4127.43,2571.11,loss-making,medium,11/26/2021,368,368,Finland,66301,groceries,368,credit card
369,Travel Yoga Mat,3,876.32,272,715.65,1822.26,profitable,high,7/21/2021,369,369,Japan,892-0873,electronics,369,online payment
370,Crispy Rice Treats,494,577.15,39,4360.7,-218.11,profitable,low,2/19/2021,370,370,Afghanistan,,electronics,370,online payment
371,Quinoa and Kale Salad Kit,823,8077.99,846,4449.3,-4215.59,loss-making,medium,10/31/2021,371,371,Poland,64-061,groceries,371,online payment
372,Car Vacuum,876,8325.31,526,551.12,3665.76,break-even,medium,9/10/2021,372,372,Brazil,58388-000,clothing,372,credit card
373,Organic Granola Cereal,294,4152.12,998,1117.03,-335.98,break-even,low,12/5/2021,373,373,Serbia,,clothing,373,credit card
374,Bicycle Lock,773,3658.6,680,399.07,1703.23,loss-making,medium,8/7/2021,374,374,Brazil,87900-000,electronics,374,online payment
375,Electric Ice Cream Maker,642,1185.79,594,1705.41,2366.31,break-even,high,5/19/2021,375,375,Vietnam,,electronics,375,online payment
376,Adjustable Pedicure Footrest,366,2636.66,931,667.88,595.4,break-even,low,4/28/2021,376,376,Nepal,,groceries,376,cash
377,Classic Minestrone Soup,272,9178.35,533,2299.67,3432.36,loss-making,medium,4/20/2021,377,377,Nicaragua,,groceries,377,credit card
378,Sliced Olives,198,3739.75,50,1107.81,3009.98,loss-making,high,3/21/2021,378,378,China,,groceries,378,online payment
379,Spicy Roasted Nuts,460,5871.25,552,2072.41,2402.02,loss-making,medium,8/25/2021,379,379,Brazil,68440-000,electronics,379,credit card
380,Throw Pillow Covers,480,442.08,540,588.66,3615.64,break-even,low,1/6/2021,380,380,China,,clothing,380,cash
381,Kale and Quinoa Salad,78,6533.2,759,2783.85,-1713.84,loss-making,medium,1/12/2021,381,381,Kenya,,clothing,381,cash
382,Coconut Curry Chicken,713,3900.87,277,674.25,4117.55,break-even,low,12/15/2021,382,382,Egypt,,clothing,382,cash
383,Organic Whole Wheat Flour,188,8530.69,101,4249.08,4587.3,profitable,medium,8/20/2021,383,383,China,,electronics,383,credit card
384,Freestanding Wine Rack,908,4554.37,329,2446.66,3792.33,loss-making,medium,5/28/2021,384,384,Argentina,3760,clothing,384,online payment
385,Caraway Rye Bread,921,2394.44,92,757.04,-4817.64,loss-making,medium,6/15/2021,385,385,China,,electronics,385,cash
386,Digital Wireless Meat Thermometer,877,8731.26,569,2278.65,2148.7,profitable,low,8/17/2021,386,386,Jordan,,electronics,386,online payment
387,Vegan Chocolate Cake Mix,680,6263.52,510,3842.22,-3906.26,profitable,medium,2/10/2021,387,387,Indonesia,,groceries,387,online payment
388,Dog Walking Waist Pack,492,1167.3,267,-364.37,3919.08,loss-making,high,10/29/2021,388,388,Argentina,3515,electronics,388,cash
389,Craft Beer Mustard,639,5948.65,614,1517.09,883.52,loss-making,medium,9/9/2021,389,389,Central African Republic,,groceries,389,online payment
390,Electric Pressure Cooker,310,3270.72,22,-395.09,-811.96,break-even,low,10/21/2021,390,390,Marshall Islands,96970,electronics,390,online payment
391,Thai Green Curry Paste,312,571.81,976,3867.63,-987.21,break-even,high,12/7/2021,391,391,China,,electronics,391,cash
392,Antique Style Clock,590,1017.02,205,4457.74,-4713.19,profitable,low,3/24/2021,392,392,Armenia,,electronics,392,cash
393,Cheddar Cheese Crackers,676,4168.63,884,1134.21,-362.14,profitable,medium,11/9/2021,393,393,Montenegro,,electronics,393,cash
394,Whipped Cream Cheese,995,7920.03,959,4585.08,-832.59,break-even,medium,10/11/2021,394,394,Mexico,68145,clothing,394,cash
395,Travel Document Organizer,209,6326.01,449,4977.36,543.73,break-even,medium,10/2/2021,395,395,Palestinian Territory,,clothing,395,credit card
396,Portable Air Compressor,627,3638.32,937,-573.01,-4485.09,break-even,low,3/21/2021,396,396,Indonesia,,clothing,396,credit card
397,Portable Electric Fan,662,1934.4,859,1602.84,-13.87,profitable,low,3/26/2021,397,397,Finland,40951,clothing,397,credit card
398,Wrap Jumpsuit,565,2743.54,837,4807.93,-26.58,loss-making,low,7/25/2021,398,398,Philippines,6602,groceries,398,cash
399,Organic Tomato Soup,110,8929.11,248,2791.23,421.24,break-even,low,5/19/2021,399,399,Thailand,66120,electronics,399,credit card
400,Kids' Gardening Tools Set,523,6717.91,524,3533.94,1687.37,loss-making,high,4/29/2021,400,400,China,,electronics,400,online payment
401,Wild Rice & Quinoa Mix,354,7466.54,217,-373.34,2219.8,loss-making,low,9/1/2021,401,401,Mali,,groceries,401,cash
402,Fitness Resistance Bands Set,537,7849.0,274,1017.19,1961.8,profitable,low,2/28/2021,402,402,Portugal,7200-505,electronics,402,cash
403,Berry Smoothie Mix,934,3810.04,608,3478.35,1591.49,loss-making,medium,2/6/2021,403,403,Dominican Republic,11005,electronics,403,cash
404,Crispy Potato Tots,274,2947.23,499,1227.85,1817.55,break-even,high,8/3/2021,404,404,Samoa,,clothing,404,cash
405,Electric Skillet,590,3966.06,616,123.8,-3056.2,profitable,high,7/6/2021,405,405,Brazil,55290-000,groceries,405,credit card
406,Basil Tomato Soup,14,5571.85,264,-360.95,2045.98,profitable,medium,8/13/2021,406,406,China,,electronics,406,credit card
407,Automatic Pet Feeder,873,6811.79,840,2973.75,-945.05,loss-making,low,4/21/2021,407,407,Indonesia,,groceries,407,cash
408,Bamboo Cotton Tank Top,606,8260.97,433,4088.38,602.88,loss-making,low,4/27/2021,408,408,Bulgaria,2259,clothing,408,online payment
409,Self-Inflating Camping Mattress,845,555.52,302,-240.35,2951.25,profitable,high,5/18/2021,409,409,China,,clothing,409,cash
410,Olive Oil,667,2794.6,97,2922.04,-3222.55,break-even,medium,5/29/2021,410,410,China,,groceries,410,online payment
411,Coconut Bowls Set,968,6776.56,461,-227.36,1999.94,loss-making,low,11/14/2021,411,411,Brazil,44220-000,clothing,411,credit card
412,Bamboo Cotton Tank Top,369,1462.56,725,2242.59,-2096.01,loss-making,low,4/10/2021,412,412,Sri Lanka,91000,electronics,412,cash
413,Wrap Front Midi Skirt,112,6907.94,132,1615.87,1296.29,break-even,medium,12/5/2021,413,413,Philippines,9201,groceries,413,credit card
